"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000004gLeE","a2r69000007lbfQ","a266900000BsdEl","06.07.2023","China","Huzhou","Western Pacific Region","orientgene.com","Zhejiang Orient Gene Biotech Co., Ltd.","Dengue IgM/IgG Rapid Test Cassette","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","","Unspecified","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLeG","a2r69000007lbfS","a266900000BsdEn","06.07.2023","China","Huzhou","Western Pacific Region","orientgene.com","Zhejiang Orient Gene Biotech Co., Ltd.","Dengue NS1 and IgM/IgG Combo Rapid Test Cassette","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","Anti-DENV IgG; Anti-DENV IgM; DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","","Unspecified","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLeF","a2r69000007lbfR","a266900000BsdEo","06.07.2023","China","Huzhou","Western Pacific Region","orientgene.com","Zhejiang Orient Gene Biotech Co., Ltd.","Dengue NS1 Ag Rapid Test Cassette","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antigen","DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","","Unspecified","","","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLeU","a2r69000007lbfT","a266900000BsdFV","06.07.2023","China","Zhuhai","Western Pacific Region","encode.com.cn","Zhuhai Encode Medical Engineering Co.,ltd.","Dengue IgG/IgM Rapid Test-Cassette","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLeW","a2r69000007lbfV","a266900000BsdFX","06.07.2023","China","Zhuhai","Western Pacific Region","encode.com.cn","Zhuhai Encode Medical Engineering Co.,ltd.","Typhoid Ab Rapid Test Device","Diagnostic/confirmatory test","ID","Enteric fever; Typhoid fever","Salmonella Typhi","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","","Not applicable","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLeV","a2r69000007lbfU","a266900000BsdFY","06.07.2023","China","Zhuhai","Western Pacific Region","encode.com.cn","Zhuhai Encode Medical Engineering Co.,ltd.","Dengue IgG/IgM/NS1 Combo Rapid Test Device","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","Anti-DENV IgG; Anti-DENV IgM; DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","No","Company-Sponsored","No","Antibody (serological)","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLeZ","a2r69000007lbBd","a266900000BsdFd","06.07.2023","China","Unknown","Western Pacific Region","lituo.com.cn","Zhuhai Lituo Biotechnology Co., ltd.","COVID-19 Antigen Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","Not applicable","","","Yes","No","Company-Sponsored","No","Antigen","L0: Community","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLcL","a2r69000007lbH8","a26Vj000000D7DV","06.07.2023","China","Wuhan","Western Pacific Region","mdeasydiagnosis.com","Wuhan EasyDiagnosis Biomedicine Co., Ltd.","Monkeypox Virus DNA Real Time Diagnostic Kit","Diagnostic/confirmatory test","ID","Mpox","Mpox virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","A proprietary/new instrument is optional","Manual","Lab-based","Intended for professional use only","Lesion crusts; Lesion swab; Serum; Whole Blood","","Unspecified","","30.00","Yes","Yes","Independent","No","","L2: District Hospital Lab","995","796","199","100.00","","","100.00","","","Victoria Aroworade","Victoria Aroworade","",""
"a2vVj000001sq2x","a2rVj0000009r0Z","a26Vj000000D7Du","13.09.2024","Spain","Valencia","European Region","progenie-molecular.com","Progenie Molecular S.L.U.","ReaCycler MONK-UX/-Gx","Diagnostic/confirmatory test","ID","Mpox","Mpox virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","DNA","Other","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","Unspecified","","","Yes","Yes","Independent","No","","","37","27","10","96.30","","","100.00","","","Ben Ubah","Ben Ubah","",""
"a2vVj000001N6Yz","a2rVj0000007UmL","","26.06.2024","China","Shenzhen","Western Pacific Region","uni-medica.com.cn/EN/Index","Shenzhen Uni-medica Technology Co., Ltd.","Uni-medica Nipah PCR test","Diagnostic/confirmatory test","ID","Nipah","Nipah virus","Regulatory Status Unknown","Unknown","","Unknown","Molecular","RNA","NIV RNA unspecified","PCR (conventional)","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","Not applicable","","","Yes","","","","","L4: Reference/National Lab","","","","","","","","","","Ben Ubah","Ben Ubah","",""
"a2vVj000001N6Yn","a2rVj0000007Um9","","26.06.2024","China","Shenzhen","Western Pacific Region","bgi.com","BGI Genomics Co. ltd.","BGI Nipah PCR test","Diagnostic/confirmatory test","ID","Nipah","Nipah virus","Regulatory Status Unknown","Unknown","","Unknown","Molecular","RNA","NIV RNA unspecified","PCR (conventional)","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","Not applicable","","","Yes","","","","","L4: Reference/National Lab","","","","","","","","","","Ben Ubah","Ben Ubah","",""
"a2vVj000001N6Ys","a2rVj0000007UmE","","26.06.2024","China","Rudong County","Western Pacific Region","mmtest.com","Jiangsu Macro & Micro-Test Med-Tech Co., Ltd.","Macro & Micro Nipah PCR test","Diagnostic/confirmatory test","ID","Nipah","Nipah virus","Regulatory Status Unknown","Unknown","","Unknown","Molecular","RNA","NIV RNA unspecified","PCR (conventional)","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","Not applicable","","","Yes","","","","","L4: Reference/National Lab","","","","","","","","","","Ben Ubah","Ben Ubah","",""
"a2vVj000001N6Yo","a2rVj0000007UmA","","26.06.2024","China","Guangzhou","Western Pacific Region","daangene.com","Guangzhou DaAn Gene Co., Ltd","Detection Kit for Nipah Virus RNA (PCR-Fluorescence Probing)","Diagnostic/confirmatory test","ID","Nipah","Nipah virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","RNA","NIV RNA unspecified","PCR (conventional)","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Cerebrospinal fluid (CSF); Oropharyngeal swab; Urine","","Not applicable","","","Yes","","","","","L4: Reference/National Lab","","","","","","","","","","Ben Ubah","Ben Ubah","",""
"a2vVj000001N6Z0","a2rVj0000007UmM","","26.06.2024","China","Suzhou City","Western Pacific Region","bacme-bio.com","Suzhou Bacme Biotech Co.,Ltd.","Bacme Nipah PCR test","Diagnostic/confirmatory test","ID","Nipah","Nipah virus","Regulatory Status Unknown","Unknown","","Unknown","Molecular","RNA","NIV RNA unspecified","PCR (conventional)","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","Not applicable","","","Yes","","","","","L4: Reference/National Lab","","","","","","","","","","Ben Ubah","Ben Ubah","",""
"a2v69000004gKH1","a2r69000007laMx","","26.05.2023","United States","Rancho Cucamonga","Region of the Americas","acrobiotech.com","Acro Biotech Inc.","Salmonella paratyphi Antigen Rapid Test Cassette","Triage/Screening","ID","Enteric fever; Paratyphoid fever","Salmonella Paratyphi","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Stool","","Unspecified","","","Yes","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000004gKH2","a2r69000007laMy","","26.05.2023","United States","Rancho Cucamonga","Region of the Americas","acrobiotech.com","Acro Biotech Inc.","Salmonella typhi and paratyphi Antigen Combo Rapid Test Cassette","Triage/Screening","ID","Enteric fever; Paratyphoid fever; Typhoid fever","Salmonella Paratyphi; Salmonella Typhi","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Stool","","Unspecified","","","Yes","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2vVj000000vvPl","a2rVj0000005ePp","","25.04.2024","Brazil","Nova Lima","Region of the Americas","ecodiagnostica.com.br","ECO Diagnostica","ECHO F Dengue IgG/IgM","Triage/Screening","ID","Dengue fever","Dengue virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-DENV IgG; Anti-DENV IgM","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","DENV-1; DENV-2; DENV-3; DENV-4","","15.00","Yes","","","","","","","","","","","","","","","Dounia Cherkaoui","Dounia Cherkaoui","",""
"a2vVj0000000YBN","a2r690000085Ahg","","05.12.2023","South Africa","Cape Town","African Region","ictdiagnostics.co.za","ICT International","Dengue Combo Rapid Test Cassette (Whole Blood/Serum/Plasma)","Diagnostic/confirmatory test","ID","Dengue fever","Dengue virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological) + Antigen","Anti-DENV IgG; Anti-DENV IgM; DENV NS1","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Whole Blood","","Unspecified","","10.00","Yes","","","","","L0: Community","","","","","","","","","","Romain Wyss","Romain Wyss","",""
"a2v69000004gKzv","a2r69000007lbKL","","06.07.2023","China","Beijing","Western Pacific Region","bjzjat.com","Beijing Zhongjian Antai Diagnostic Technology Co.,Ltd.","Monkeypox Antigen Rapid Test","Triage/Screening","ID","Mpox","Mpox virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antigen","MPX Antigen","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab","","Unspecified","","","Yes","","","","","L2: District Hospital Lab","","","","","","","","","","Victoria Aroworade","Victoria Aroworade","",""
"a2vVj000000DpmH","a2rVj0000001jPh","","16.01.2024","China","Beijing","Western Pacific Region","bioneovan.com","Bioneovan Co., Ltd","Rapid test for detection of Ebola virus antibodies","","ID","Ebola fever","Ebola virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","15.00","Yes","","","","","","","","","","","","","","","Dounia Cherkaoui","Dounia Cherkaoui","",""
"a2v69000004gLcM","a2r69000007lbHV","","06.07.2023","China","Wuhan","Western Pacific Region","mdeasydiagnosis.com","Wuhan EasyDiagnosis Biomedicine Co., Ltd.","Monkeypox Virus IgM/IgG Antibody Rapid Test Kit","Triage/Screening","ID","Mpox","Mpox virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","MPX IgG; MPX IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Whole Blood","","Unspecified","","15.00","Yes","","","","","L1: Primary Care","","","","","","","","","","Victoria Aroworade","Victoria Aroworade","",""
"a2v69000004gLcN","a2r69000007lbHW","","06.07.2023","China","Wuhan","Western Pacific Region","mdeasydiagnosis.com","Wuhan EasyDiagnosis Biomedicine Co., Ltd.","Monkeypox Virus Antigen Rapid Test Kit","Triage/Screening","ID","Mpox","Mpox virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antigen","MPX Antigen","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Lesion fluid; Oropharyngeal swab","","Unspecified","","15.00","Yes","","","","","L1: Primary Care","","","","","","","","","","Victoria Aroworade","Victoria Aroworade","",""
"a2vVj0000005dpA","a2rVj00000019su","","21.12.2023","Spain","San Mateo de Gallego","European Region","certest.es","CERTEST BIOTEC SL","VIASURE Gastrointestinal Panel II Real Time PCR Detection Kit ","Diagnostic/confirmatory test","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Aeromonas spp; Campylobacter spp; Cryptosporidium spp; Escherichia coli; Giardia lamblia; Other; Salmonella spp.; Shigella spp; Yersinia enterocolitica","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool","","Unspecified","","","Yes","","","","","","","","","","","","","","","Victoria Aroworade","Victoria Aroworade","",""
"a2vVj0000005dpB","a2rVj00000019sv","","21.12.2023","Spain","San Mateo de Gallego","European Region","certest.es","CERTEST BIOTEC SL","VIASURE Gastrointestinal Panel I Real Time PCR Detection Kit","Diagnostic/confirmatory test","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Adenovirus; Astrovirus; Campylobacter spp; Cryptosporidium spp; Entamoeba histolytica; Escherichia coli; Giardia lamblia; Norovirus; Rotavirus; Salmonella spp.; Sapovirus; Shigella spp; Yersinia enterocolitica","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","RNA + DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool","","Other","Norovirus GI; Norovirus GII","","Yes","","","","","","","","","","","","","","","Victoria Aroworade","Victoria Aroworade","",""
"a2vVj0000005dp9","a2rVj00000019st","","21.12.2023","Spain","San Mateo de Gallego","European Region","certest.es","CERTEST BIOTEC SL","VIASURE Gastrointestinal Panel IV Real Time PCR Detection Kit","Diagnostic/confirmatory test","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Campylobacter coli; Campylobacter jejuni; Campylobacter lari; Campylobacter spp; Salmonella spp.; Shigella spp; Yersinia enterocolitica","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool","","Unspecified","","","Yes","","","","","","","","","","","","","","","Victoria Aroworade","Victoria Aroworade","",""
"a2vVj0000005dp8","a2rVj00000019ss","","21.12.2023","Spain","San Mateo de Gallego","European Region","certest.es","CERTEST BIOTEC SL","VIASURE Gastrointestinal Panel III Real Time PCR Detection Kit","Diagnostic/confirmatory test","ID","Gastroenteritis; Salmonellosis (Non-Typhoidal)","Aeromonas spp; Campylobacter spp; Escherichia coli; Salmonella spp.; Shigella spp; Yersinia enterocolitica","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool","","Unspecified","","","Yes","","","","","","","","","","","","","","","Victoria Aroworade","Victoria Aroworade","",""
